"year","month","day","Pp","Tmax","Tmin"
1982,3,15,3.2,15.5,0.3
1982,3,16,19.2,15.4,3.3
1982,3,17,6,13.3,3.2
1982,3,18,2.9,15.5,4.2
1982,3,19,4.5,15.3,3.3
1982,3,20,3.2,16.3,5.1
1982,3,21,0.2,15.6,4.5
1982,3,22,4.4,16.1,2.2
1982,3,23,3.5,13.4,2.7
1982,3,24,8,13.3,3.5
1982,3,25,7.8,13.6,1.9
1982,3,26,2.5,13.6,2.9
1982,3,27,0,12.8,3.9
1982,3,28,0,13.3,2.7
1982,3,29,2.8,12.7,6.1
1982,3,30,0,13.6,1.9
1982,3,31,0,13.6,2.7
1982,4,1,0,17.2,2.7
1982,4,2,0,17.2,4.9
1982,4,3,0.4,15.2,3.3
1982,4,4,1.8,15.3,2.5
1982,4,5,0.4,13.6,1.7
1982,4,6,4.3,13.5,3.2
1982,4,7,1.4,12.6,2.6
1982,4,8,9.7,13.2,3.3
1982,4,9,2.1,12.6,4.6
1982,4,10,0,14.7,2.7
1982,4,11,0,14.5,2.6
1982,4,12,0,15.5,1.4
1982,4,13,0,15.3,0.3
1982,4,14,0,17.1,2.6
1982,4,15,0,15.9,1.2
1982,4,16,0,15.3,0
1982,4,17,0,15.3,4.1
1982,4,18,0,14.4,1.4
1982,4,19,0,14.4,1.2
1982,4,20,0,15,-1.2
1982,4,21,0,14.5,1
1982,4,22,0,13.5,1.7
1982,4,23,0,13.6,3.2
1982,4,24,0.1,15.9,4.2
1982,4,25,16.4,13.2,1.9
1982,4,26,0.8,12.7,3.6
1982,4,27,0,12.7,4.6
1982,4,28,0,16.4,2.4
1982,4,29,0,16,1.9
1982,4,30,0,15.9,2
1982,5,1,0,15.7,4
1982,5,2,0,16.2,1.9
1982,5,3,0,16.6,3.5
1982,5,4,0,16.6,1.7
1982,5,5,0,17.5,3.1
1982,5,6,0,17,3.2
1982,5,7,0,17.7,4.2
1982,5,8,0,17.7,3.5
1982,5,9,0,17.1,2.7
1982,5,10,0,16.7,2.8
1982,5,11,0,17.1,3
1982,5,12,0,16.5,2.3
1982,5,13,0,18.8,3.3
1982,5,14,0,17.1,2.5
1982,5,15,0,17.2,4
1982,5,16,0,17.1,3.6
1982,5,17,0,17.7,2.6
1982,5,18,0,18,2.3
1982,5,19,0,16.7,2.5
1982,5,20,0,17.7,2.8
1982,5,21,0,17.1,3
1982,5,22,0,16.4,2.3
1982,5,23,0,17.8,1.8
1982,5,24,0,17.9,1.4
1982,5,25,0,17.7,1.8
1982,5,26,0,16,2.2
1982,5,27,0,17.8,1.4
1982,5,28,0,18.8,1.9
1982,5,29,0,18.8,1
1982,5,30,0,18,2
1982,5,31,0,18.7,2.7
1982,6,1,0,17.4,-0.4
1982,6,2,0,18.7,-0.1
1982,6,3,0,17.4,1.3
1982,6,4,0,18.3,1.2
1982,6,5,0,19.2,-0.4
1982,6,6,0,18.9,-1.6
1982,6,7,0,15.6,1.3
1982,6,8,0,14.7,-0.4
1982,6,9,0,13.5,1.9
1982,6,10,0,13.8,-0.7
1982,6,11,0,16.5,2
1982,6,12,0,15.6,-1.5
1982,6,13,0,15.2,1.3
1982,6,14,0,16.5,0.6
1982,6,15,0,17.4,1.2
1982,6,16,0,15.7,1.2
1982,6,17,0,15.4,1.2
1982,6,18,0,13.8,-2.9
1982,6,19,0,17.4,1.2
1982,6,20,0,18.5,0.3
1982,6,21,0,17.5,-1.2
1982,6,22,0,17.5,1.2
1982,6,23,0,17.6,2
1982,6,24,0,15.8,0.9
1982,6,25,0,14.4,-0.7
1982,6,26,0,17.5,0.6
1982,6,27,0,15.8,2.2
1982,6,28,0,16.6,0.6
1982,6,29,0,15.8,0.9
1982,6,30,0,18.3,1.2
1982,7,1,0,17.7,1
1982,7,2,0,18.7,0.6
1982,7,3,0,16.8,2
1982,7,4,0,17.5,-0.9
1982,7,5,0,16.8,0.7
1982,7,6,0,17.7,2
1982,7,7,0,16,0.7
1982,7,8,0,17.6,3.3
1982,7,9,0,15.8,0.6
1982,7,10,0,17.9,-1
1982,7,11,0,17.8,0.6
1982,7,12,0,16.9,0.4
1982,7,13,0,15.6,1.9
1982,7,14,0,13.8,3.3
1982,7,15,4.3,14.1,4.2
1982,7,16,0,16.8,2.6
1982,7,17,0,17.6,-0.4
1982,7,18,0,16,2
1982,7,19,0,18.7,2.6
1982,7,20,0,19.5,0.6
1982,7,21,0,17.7,-0.6
1982,7,22,0,19.2,1.7
1982,7,23,0,16.6,2.6
1982,7,24,0,18.9,1
1982,7,25,0,19.2,1.4
1982,7,26,0,19.3,0.7
1982,7,27,0,19.3,2.2
1982,7,28,0,17.3,1
1982,7,29,0,20.1,-1
1982,7,30,0,20.1,-2.5
1982,7,31,0,19.3,0.6
1982,8,1,0,17.9,2.5
1982,8,2,0,17,0.9
1982,8,3,0,17.9,1.6
1982,8,4,0,17.8,0.7
1982,8,5,0,17,2.3
1982,8,6,0,17.9,0.6
1982,8,7,0,18.4,0.9
1982,8,8,0,15.9,3.3
1982,8,9,0,19.3,1.9
1982,8,10,0,16.1,1
1982,8,11,0,16.1,2.7
1982,8,12,0,20.1,1.4
1982,8,13,0,18.4,1.2
1982,8,14,0,16.1,2.3
1982,8,15,0,18.2,3.3
1982,8,16,0,18.3,2.3
1982,8,17,0,17.9,0.6
1982,8,18,0,17,1.7
1982,8,19,0,20.6,-1.9
1982,8,20,0,16.5,0.9
1982,8,21,0,17.9,0.1
1982,8,22,0,19.6,0.6
1982,8,23,0,18.8,0
1982,8,24,0,17,2
1982,8,25,0,19.3,1.7
1982,8,26,0,17.4,1.9
1982,8,27,0,17.9,3.9
1982,8,28,0,16.2,0.7
1982,8,29,0,16,2.5
1982,8,30,0,18.3,0.7
1982,8,31,0,18.2,-0.6
1982,9,1,0,17.8,6
1982,9,2,0,16.8,5.5
1982,9,3,0,19.6,3
1982,9,4,0,17.7,1.6
1982,9,5,0,16.8,3
1982,9,6,0,16,-0.8
1982,9,7,0,16.9,2.5
1982,9,8,0,16.6,4.7
1982,9,9,0,16.5,3.6
1982,9,10,0,16,5.2
1982,9,11,0,17.1,2.2
1982,9,12,0,18.7,3.3
1982,9,13,0,17.7,4.4
1982,9,14,0,16.5,6.3
1982,9,15,0,16.8,6.3
1982,9,16,0,16.1,2.2
1982,9,17,0,16.8,4.7
1982,9,18,0,17.1,3.6
1982,9,19,0,16.1,3.8
1982,9,20,0,17.8,0.5
1982,9,21,0,18.8,-1.1
1982,9,22,0,16.7,3
1982,9,23,0,15.7,5.8
1982,9,24,0,16.9,4.1
1982,9,25,0,16.6,4.1
1982,9,26,0,16,4.1
1982,9,27,0,17.8,5.2
1982,9,28,0,15.6,6.3
1982,9,29,0,17.1,8.5
1982,9,30,0,15.9,5.5
1982,10,1,0,15.8,8.5
1982,10,2,0,16,6.3
1982,10,3,0,17.7,2.5
1982,10,4,0,16.3,5.2
1982,10,5,0,16.5,4.4
1982,10,6,0,16,3
1982,10,7,0,16.8,5.2
1982,10,8,0,14.1,6.6
1982,10,9,0,15.6,6.9
1982,10,10,0,14.9,6.9
1982,10,11,0,14.7,0.8
1982,10,12,1,16.5,7.7
1982,10,13,5.2,17.6,5.5
1982,10,14,0,19.2,2.2
1982,10,15,4.2,14,-0.3
1982,10,16,0,15.9,3.6
1982,10,17,0.8,14.5,8.2
1982,10,18,0,15.7,5.2
1982,10,19,0,14.9,6.3
1982,10,20,0,16,1.9
1982,10,21,0.6,15.9,5.2
1982,10,22,5.4,14.3,8.2
1982,10,23,5.9,13.9,8.2
1982,10,24,7,14.1,8.5
1982,10,25,3.3,13.9,6.6
1982,10,26,5,15.6,9.9
1982,10,27,7.7,15.7,3.3
1982,10,28,6.6,14.7,9.3
1982,10,29,0.6,15.8,6.6
1982,10,30,3.8,14.8,6
1982,10,31,0.4,13.2,5.5
1982,11,1,4.4,13.8,6.6
1982,11,2,0.8,15.1,5.2
1982,11,3,2.2,15.9,8.8
1982,11,4,3.8,14,9.3
1982,11,5,5,14.8,9.9
1982,11,6,6.5,14.6,8.5
1982,11,7,4.4,15.8,10.7
1982,11,8,0.1,15.1,11.5
1982,11,9,2.4,16.6,9.3
1982,11,10,7.7,13,11
1982,11,11,3.2,16.7,9
1982,11,12,2.2,14.1,14
1982,11,13,1.1,13.8,3.6
1982,11,14,3.4,15.7,14
1982,11,15,5,15,8.2
1982,11,16,0.1,16.7,7.1
1982,11,17,0,16.8,10.1
1982,11,18,0,17.6,5.8
1982,11,19,0,16.7,6.6
1982,11,20,0,17.4,5.8
1982,11,21,0,15.9,7.9
1982,11,22,0,16.6,4.1
1982,11,23,0,17.4,5.8
1982,11,24,0,15.4,6.6
1982,11,25,7.2,15.9,6.3
1982,11,26,1.2,14.1,6.6
1982,11,27,0.1,15,5.8
1982,11,28,0,17.6,6.3
1982,11,29,0,16.8,4.7
1982,11,30,4.8,17.7,5.8
1982,12,1,16.8,13.1,5.5
1982,12,2,1.8,15.8,8.5
1982,12,3,10.9,14,7.7
1982,12,4,14.6,12.9,9.6
1982,12,5,1.3,14.6,7.1
1982,12,6,23,14,8.5
1982,12,7,10,14,4.4
1982,12,8,2.4,17.6,6.9
1982,12,9,1.9,15.8,3.3
1982,12,10,0,15.5,7.1
1982,12,11,0,17.3,4.7
1982,12,12,0,17.5,10.1
1982,12,13,0,17.4,3.6
1982,12,14,0,16.7,7.1
1982,12,15,1.1,17.6,7.7
1982,12,16,2.4,15.5,10.4
1982,12,17,0.2,13.9,9
1982,12,18,0.8,15.8,9.3
1982,12,19,0.5,15.6,6.9
1982,12,20,3.6,15.3,5.5
1982,12,21,0,16.7,10.1
1982,12,22,0,17.3,1.4
1982,12,23,2.2,14.9,9.3
1982,12,24,1.8,16.4,9
1982,12,25,4.3,14.9,7.1
1982,12,26,1,13.9,6
1982,12,27,0.2,13.9,3.6
1982,12,28,3.3,13.9,-0.3
1982,12,29,1,15.6,5.5
1982,12,30,0.2,14.6,7.1
1982,12,31,0,15.3,6.9
1983,1,1,5,15.7,8.5
1983,1,2,6.3,17.5,9.6
1983,1,3,5.4,14.1,9.3
1983,1,4,7.8,14.8,8.5
1983,1,5,20.3,13.9,3.8
1983,1,6,4.8,15.7,4.7
1983,1,7,12.4,15.7,3.6
1983,1,8,9.4,16.6,3.6
1983,1,9,4,16.3,3
1983,1,10,8.5,17.4,6.3
1983,1,11,4.2,17,0.5
1983,1,12,21.8,16,5.2
1983,1,13,7.4,18.4,6.9
1983,1,14,2.3,17,7.9
1983,1,15,6.6,15.7,0.8
1983,1,16,3.3,13.8,4.7
1983,1,17,9.7,15.4,1.4
1983,1,18,2.8,16.5,3.3
1983,1,19,4.5,16.4,5.8
1983,1,20,7.4,13.9,2.7
1983,1,21,2.2,18.9,5.1
1983,1,22,4.1,17.4,6.5
1983,1,23,2.6,18.4,4.8
1983,1,24,0,19.5,5.3
1983,1,25,0,15.6,2.2
1983,1,26,0,18.3,6.6
1983,1,27,0,18,3.3
1983,1,28,0,19,5.2
1983,1,29,0,17.2,3
1983,1,30,0,19.2,0.3
1983,1,31,0,18.3,-0.3
1983,2,1,0,15.6,3.6
1983,2,2,0,13.9,9.3
1983,2,3,0,15.9,6
1983,2,4,0,13.8,5.5
1983,2,5,0,16.8,3.8
1983,2,6,0,15.6,6.3
1983,2,7,0,17.4,8.8
1983,2,8,0,16.6,6.6
1983,2,9,0,13.3,4.9
1983,2,10,2.2,18.3,6.6
1983,2,11,2.9,13.7,7.7
1983,2,12,3.4,14.5,5.5
1983,2,13,7.1,15.1,7.1
1983,2,14,3,13.7,6
1983,2,15,2.2,14.6,8.2
1983,2,16,0.6,16.2,6
1983,2,17,0,16.4,6.3
1983,2,18,0,15.6,5.2
1983,2,19,3.3,16.5,4.1
1983,2,20,7.4,15.5,1.1
1983,2,21,5.2,13.7,5.8
1983,2,22,9,13.7,3.8
1983,2,23,0,18.3,5.8
1983,2,24,0,19,1.4
1983,2,25,0,18.3,6.9
1983,2,26,2.2,17.4,7.4
1983,2,27,0.1,15.6,8.5
1983,2,28,2.2,16.6,5.2
1983,3,1,5.9,13.7,7.9
1983,3,2,6.9,15.4,3.8
1983,3,3,10.3,13.6,6
1983,3,4,13.3,14.6,3.6
1983,3,5,10.6,13.6,2.5
1983,3,6,9.6,14.5,3.6
1983,3,7,4.5,15.3,6.3
1983,3,8,3.4,15.5,5.8
1983,3,9,3.1,13.3,1.4
1983,3,10,2.2,16.4,7.7
1983,3,11,4.4,14.5,1.9
1983,3,12,2.1,13.3,6.3
1983,3,13,11.2,14.6,4.4
1983,3,14,3.3,13.7,6.3
1983,3,15,12.4,12.4,4.7
1983,3,16,4.2,15.3,1.4
1983,3,17,7.4,13.7,4.1
1983,3,18,6.7,16,4.9
1983,3,19,1.3,12.4,4.9
1983,3,20,2.2,13.3,1.4
1983,3,21,1.8,14.6,7.4
1983,3,22,6.6,15.6,9.6
1983,3,23,8.2,13.6,9.6
1983,3,24,7.1,12.6,6.3
1983,3,25,3.5,13.7,4.1
1983,3,26,4,14.2,4.1
1983,3,27,9.9,14.6,4.1
1983,3,28,2.2,15.5,4.4
1983,3,29,0.1,15.4,4.1
1983,3,30,2.8,14.6,3.8
1983,3,31,9.1,16.3,1.6
1983,4,1,12.4,14.2,4.1
1983,4,2,6.9,15.4,5.2
1983,4,3,2.2,13.5,7.1
1983,4,4,2,16.3,4.9
1983,4,5,0,17.8,4.7
1983,4,6,1.8,17.2,6
1983,4,7,4.2,16.9,1.4
1983,4,8,6.1,15.3,3.8
1983,4,9,9,14.5,5.8
1983,4,10,0.4,17.1,3
1983,4,11,0,15.5,6.6
1983,4,12,1.1,15.5,5.2
1983,4,13,3.3,14.2,3.3
1983,4,14,2.2,15.3,5.2
1983,4,15,0,18.4,1.4
1983,4,16,0,17.7,3.3
1983,4,17,2.2,15.5,3
1983,4,18,3.6,15.5,6.9
1983,4,19,4.8,15.6,4.9
1983,4,20,6.5,15.5,6.3
1983,4,21,6.8,13.5,8.8
1983,4,22,7.9,14.1,5.2
1983,4,23,3.2,14.2,9
1983,4,24,3.2,15.5,5.8
1983,4,25,12.8,13.2,3.6
1983,4,26,0,16.3,1.9
1983,4,27,0,17.2,1.4
1983,4,28,0,17.9,0.5
1983,4,29,0,18.7,-0.3
1983,4,30,0,18.8,-1.4
1983,5,1,0,16,3.6
1983,5,2,0,16,1.9
1983,5,3,0,17.2,2.7
1983,5,4,0,16.4,4.1
1983,5,5,0,18.2,1.1
1983,5,6,0,16.9,-3.6
1983,5,7,0,18.4,2.7
1983,5,8,0,19.1,-1.4
1983,5,9,0,18.7,4.9
1983,5,10,0,15.5,4.1
1983,5,11,0,17.2,1.1
1983,5,12,0,16.3,3.6
1983,5,13,0,16.1,3
1983,5,14,0,15.5,3
1983,5,15,0,17.2,3.6
1983,5,16,0,17.3,3.6
1983,5,17,0,19.1,2.7
1983,5,18,0,17.8,0.8
1983,5,19,0,17.3,2.2
1983,5,20,0,15.5,0.5
1983,5,21,0,17.3,0.5
1983,5,22,0,19.7,0.8
1983,5,23,0,19.2,-0.6
1983,5,24,0,19.8,0
1983,5,25,0,18.8,-1.7
1983,5,26,0,18.3,1.4
1983,5,27,0,17.4,0.3
1983,5,28,0,17.7,-3.9
1983,5,29,0,19.6,-0.8
1983,5,30,0,19.5,3.6
1983,5,31,0,20,-3.6
1983,6,1,0,17.4,2.5
1983,6,2,0,16.5,2.7
1983,6,3,0,16.5,2.2
1983,6,4,0,18.9,-0.3
1983,6,5,0,16.2,-1.1
1983,6,6,0,16.9,3.3
1983,6,7,0,17.4,2.2
1983,6,8,0,17.4,4.4
1983,6,9,0,19.1,1.9
1983,6,10,0,17.4,4.9
1983,6,11,0,16.8,4.7
1983,6,12,0,18.2,6.3
1983,6,13,0,16.8,5.2
1983,6,14,0,19.3,4.1
1983,6,15,0,16.3,2.5
1983,6,16,0,17.6,0
1983,6,17,0,18.3,4.9
1983,6,18,0,17.5,3.3
1983,6,19,0,18.4,3
1983,6,20,0,17.6,1.9
1983,6,21,0,19.6,-2.2
1983,6,22,0,18.2,-0.6
1983,6,23,0,16.2,-2.5
1983,6,24,0,17.6,0.3
1983,6,25,0,18.1,0.8
1983,6,26,0,17.5,2.7
1983,6,27,0,19.1,4.7
1983,6,28,0,20.2,1.9
1983,6,29,0,16.6,2.7
1983,6,30,0,15,3
1983,7,1,0,18.6,-0.3
1983,7,2,0,19.5,0
1983,7,3,0,19.3,1.6
1983,7,4,0,20.4,3
1983,7,5,0,18.2,3
1983,7,6,0,19.7,3
1983,7,7,0,18.6,2.7
1983,7,8,0,17.6,2.5
1983,7,9,0,20,3
1983,7,10,0,16.8,4.7
1983,7,11,0,17.8,3
1983,7,12,0,17.7,3
1983,7,13,0,19,0
1983,7,14,0,19.5,-0.3
1983,7,15,0,18.5,0
1983,7,16,0,18.3,2.7
1983,7,17,0,16.8,2.7
1983,7,18,0,19.5,8.2
1983,7,19,0,17.7,2.7
1983,7,20,0,17.7,0
1983,7,21,0,17.8,-0.3
1983,7,22,0,17.4,-0.6
1983,7,23,0,18.7,-0.8
1983,7,24,0,17.5,1.1
1983,7,25,0,17.8,-1.4
1983,7,26,0,16,0
1983,7,27,0,14.7,0.5
1983,7,28,0,16.6,4.7
1983,7,29,0,17.8,0.5
1983,7,30,0,18.7,2.5
1983,7,31,0,20.1,4.1
1983,8,1,0,17.5,-0.3
1983,8,2,0,17.8,4.4
1983,8,3,0,19.6,-1.1
1983,8,4,0,19.9,2.5
1983,8,5,0,19.3,4.4
1983,8,6,0,17.8,0.3
1983,8,7,0,19.3,4.7
1983,8,8,0,19.7,4.4
1983,8,9,0,18.8,1.4
1983,8,10,0,17.9,-1.1
1983,8,11,0,18.7,0.8
1983,8,12,0,18.6,1.1
1983,8,13,0,16.9,4.4
1983,8,14,0,18.3,1.4
1983,8,15,0,18.5,4.4
1983,8,16,0,18.4,2.2
1983,8,17,0,19.2,-0.3
1983,8,18,0,17.3,4.1
1983,8,19,0,17.9,4.7
1983,8,20,0,16.4,5.2
1983,8,21,0,18.3,2.5
1983,8,22,0,19.8,2.7
1983,8,23,0,17.2,3.6
1983,8,24,0,17.8,3
1983,8,25,0,19.1,4.7
1983,8,26,0,19.2,2.7
1983,8,27,0,19.7,-0.8
1983,8,28,0,18.4,2.7
1983,8,29,0,18.8,3
1983,8,30,0,20.2,-1.4
1983,8,31,0,17.9,1.6
1983,9,1,0,16.9,1.9
1983,9,2,0,19.5,0
1983,9,3,0,17.2,-0.3
1983,9,4,0,18.7,0.8
1983,9,5,0,17.7,1.4
1983,9,6,0,18.6,3
1983,9,7,0,19.5,3
1983,9,8,0,19.2,3
1983,9,9,0,19.8,2.2
1983,9,10,0,21.1,-2.2
1983,9,11,1,16,0
1983,9,12,2.2,16.8,5.2
1983,9,13,0,18.6,3
1983,9,14,0,18.1,4.4
1983,9,15,0,18.7,2.2
1983,9,16,0,19.4,1.6
1983,9,17,0,18.2,1.9
1983,9,18,0,17.7,4.1
1983,9,19,0,17.6,4.9
1983,9,20,0,18.3,4.9
1983,9,21,0,17.8,5.5
1983,9,22,0,16.8,2.7
1983,9,23,0,17.9,2.7
1983,9,24,0,19.2,0.3
1983,9,25,0,16.1,4.1
1983,9,26,0,16.8,2.2
1983,9,27,0,17.8,4.9
1983,9,28,0,15.9,2.7
1983,9,29,0,17.4,3.6
1983,9,30,0,16.7,1.6
1983,10,1,5.3,20.8,4.4
1983,10,2,1.3,20.8,4.1
1983,10,3,2.2,15.3,4.4
1983,10,4,0.1,17.9,5.5
1983,10,5,0,20.1,5.2
1983,10,6,0,20.5,5.4
1983,10,7,3.9,20.4,3.8
1983,10,8,0,18.4,3.8
1983,10,9,0.2,18.9,4.1
1983,10,10,0,20.1,3.9
1983,10,11,0,20.5,4.3
1983,10,12,0,20.5,4.5
1983,10,13,3.9,20.4,4.3
1983,10,14,1.1,17.2,3.5
1983,10,15,2,15.1,3.5
1983,10,16,0,15,3.6
1983,10,17,1.4,15.3,3.4
1983,10,18,0.1,14.8,4.8
1983,10,19,0,16.2,4.6
1983,10,20,0,16.3,2.3
1983,10,21,0,16.5,3.6
1983,10,22,0.1,17.2,3.8
1983,10,23,0,17.4,3.3
1983,10,24,0.2,19.1,3.6
1983,10,25,0.4,15.9,3.5
1983,10,26,0,17.2,3.9
1983,10,27,0,19.8,3.7
1983,10,28,0,18.4,4.1
1983,10,29,0,18.6,3.7
1983,10,30,0,18.2,4.7
1983,10,31,0,17.8,3.9
1983,11,1,0.3,17.2,3.6
1983,11,2,2,16.7,4.7
1983,11,3,2.3,18.1,5.2
1983,11,4,1.3,17.9,5
1983,11,5,0.6,18.4,4
1983,11,6,0.1,18.1,4.1
1983,11,7,0,18.8,3.7
1983,11,8,0,18.9,3.2
1983,11,9,0,18.1,3.1
1983,11,10,0,18.4,3
1983,11,11,0,18.5,3.2
1983,11,12,0,18.6,3.4
1983,11,13,0,18,3.7
1983,11,14,0,17.3,2.4
1983,11,15,0,17.2,2.6
1983,11,16,0,18.6,3.5
1983,11,17,0,18.2,3.8
1983,11,18,0,20,3.3
1983,11,19,1,19.1,4.8
1983,11,20,1.4,18.1,4.6
1983,11,21,0,18.9,3.4
1983,11,22,0,18.8,4.2
1983,11,23,0,19.1,3.5
1983,11,24,1.2,18.5,3.7
1983,11,25,3.9,18.1,4.4
1983,11,26,5.2,16.5,4.6
1983,11,27,5.4,16.7,4.4
1983,11,28,0,17.1,3.9
1983,11,29,0.4,17.9,4.6
1983,11,30,0.1,16.6,3.7
1983,12,1,2.8,16.1,3.5
1983,12,2,2.9,14.9,5.4
1983,12,3,6.3,15.5,5.9
1983,12,4,7.5,13.9,5.7
1983,12,5,4.6,14.3,5.4
1983,12,6,0.3,14.5,4.2
1983,12,7,3.2,14,4.5
1983,12,8,7.8,14.4,5.1
1983,12,9,0,14.4,5.3
1983,12,10,0.4,15,4.3
1983,12,11,0,15.4,3.7
1983,12,12,1.8,16.7,2.8
1983,12,13,2.7,16.1,4.4
1983,12,14,3.1,14.8,6.3
1983,12,15,4,15.3,4.6
1983,12,16,0,16.6,4.7
1983,12,17,0,16.3,3.9
1983,12,18,3,15.9,4.3
1983,12,19,3.2,16.1,4.7
1983,12,20,0,14.8,4.5
1983,12,21,2.2,15,4.5
1983,12,22,2.8,16.3,4.3
1983,12,23,4.8,17,4.6
1983,12,24,3,17,4.9
1983,12,25,0.5,15.9,5.1
1983,12,26,4.1,15.6,5.2
1983,12,27,1.9,15,5.9
1983,12,28,2.1,15.9,4.4
1983,12,29,7.7,16.6,4.6
1983,12,30,2.1,16.6,4.5
1983,12,31,2.7,17.1,4.6
1984,1,1,1.5,17,4.8
1984,1,2,1.7,16.7,5
1984,1,3,2.9,16.7,5.3
1984,1,4,1.4,15.2,5.4
1984,1,5,0.9,15.4,4.2
1984,1,6,0.6,15.5,4.2
1984,1,7,0.2,13.7,4.6
1984,1,8,3.6,14.5,4.5
1984,1,9,0.6,13.7,4
1984,1,10,2.1,15.7,4.6
1984,1,11,1,14.1,4.9
1984,1,12,1.7,14.4,5
1984,1,13,0,15.2,4.8
1984,1,14,0,16.7,4.3
1984,1,15,0.4,16.3,3.6
1984,1,16,2.8,15.3,4.5
1984,1,17,1.5,14.6,4.8
1984,1,18,2.6,16.3,4.3
1984,1,19,8.5,15.1,4.9
1984,1,20,7.3,14.4,4.3
1984,1,21,8.7,14.7,4.4
1984,1,22,6.4,13.7,4.7
1984,1,23,5.5,14.3,4.4
1984,1,24,1.6,12.2,4.3
1984,1,25,9,14.2,4.4
1984,1,26,4.7,14.5,5
1984,1,27,0.5,15.2,4.7
1984,1,28,3.5,12,5.1
1984,1,29,4,12.5,5.3
1984,1,30,4.7,14.2,5.4
1984,1,31,2.1,15.2,6
1984,2,1,7.3,14.1,5.7
1984,2,2,4.9,14.9,5.2
1984,2,3,1.2,13.2,5
1984,2,4,4.9,14.2,5.2
1984,2,5,7.1,14.3,5
1984,2,6,9.5,14.7,4.7
1984,2,7,6.7,14.2,4.1
1984,2,8,9.6,13.8,4.6
1984,2,9,6.3,14.3,4
1984,2,10,19.4,13.1,4.4
1984,2,11,8.4,15.2,4.2
1984,2,12,10,13.8,4.8
1984,2,13,11.6,14,5.6
1984,2,14,2.8,15.3,6
1984,2,15,6.2,12.2,5.4
1984,2,16,13.9,13,5.5
1984,2,17,15.8,14.6,5
1984,2,18,3.7,13.8,5
1984,2,19,16.8,14.4,5
1984,2,20,7.9,14.5,5.4
1984,2,21,4,14.5,4.2
1984,2,22,13.9,14,4.1
1984,2,23,0.6,15.7,5.3
1984,2,24,4.1,15.1,6
1984,2,25,4.7,15.1,4.6
1984,2,26,4.7,14.7,4.6
1984,2,27,8.3,14.2,5.4
1984,2,28,13,14.1,4.8
1984,2,29,6.8,14.4,4.8
1984,3,1,11.2,13.3,4
1984,3,2,11.5,14.5,4.1
1984,3,3,2.8,15.8,4.4
1984,3,4,1.5,17.7,4.6
1984,3,5,4.1,17.4,4.7
1984,3,6,3.2,14.1,5.7
1984,3,7,30.7,14.6,5.5
1984,3,8,4.7,15.3,4.9
1984,3,9,2.6,13.7,5.8
1984,3,10,7.9,15,5.2
1984,3,11,7.6,14.2,5.2
1984,3,12,4.2,14.6,5.1
1984,3,13,0.9,14.7,4.9
1984,3,14,6.2,15.2,5.6
1984,3,15,0.4,15.3,4.8
1984,3,16,0.8,15,4.9
1984,3,17,0.8,14.1,4.6
1984,3,18,0.6,13.6,4.8
1984,3,19,1.2,15,4.8
1984,3,20,2.3,15.2,5.7
1984,3,21,1.8,14.5,4.8
1984,3,22,0.9,14.5,5.8
1984,3,23,7,14.2,5.6
1984,3,24,0.6,13.9,5.4
1984,3,25,5,15.6,5.6
1984,3,26,7.1,14.2,4.9
1984,3,27,1.7,14.7,5.9
1984,3,28,2.4,14.8,6
1984,3,29,14.1,14.4,6
1984,3,30,2.8,14.2,5.1
1984,3,31,9.2,14.5,5.2
1984,4,1,4.7,11.9,4.9
1984,4,2,3.8,12.4,4.9
1984,4,3,1,14.5,4.1
1984,4,4,0.8,13.8,4.3
1984,4,5,0.1,15.1,3.9
1984,4,6,0,15.4,1.8
1984,4,7,0.1,15.7,2.1
1984,4,8,0.8,14.4,3.7
1984,4,9,0.4,14.2,3.7
1984,4,10,0.4,18.5,3.7
1984,4,11,0,13.5,2.6
1984,4,12,0,16.2,4.6
1984,4,13,0,16.1,2.7
1984,4,14,2.8,17,2.7
1984,4,15,0.5,13.8,3.6
1984,4,16,0.4,14.7,3.1
1984,4,17,2.3,14.1,4.5
1984,4,18,0.4,15.1,3.3
1984,4,19,0,17.3,3.6
1984,4,20,0,17.9,3.2
1984,4,21,0.9,16.6,3.5
1984,4,22,0,16.5,3.6
1984,4,23,0,15.9,3.9
1984,4,24,1,15.9,3.9
1984,4,25,6.2,13.4,5.6
1984,4,26,2.7,14.3,3.4
1984,4,27,4.1,15.5,3.1
1984,4,28,0,15.3,2.8
1984,4,29,0,15.4,2.6
1984,4,30,0,15.2,2.6
1984,5,1,0,15.4,3.4
1984,5,2,0,16.1,3
1984,5,3,1,16.5,2.4
1984,5,4,0.4,16.2,4.4
1984,5,5,1.3,17.2,3
1984,5,6,0.2,14.6,3.1
1984,5,7,0.6,14.1,4.3
1984,5,8,2.5,15.9,3
1984,5,9,4.7,14.8,3.2
1984,5,10,4.2,15.8,2.9
1984,5,11,3.3,16.2,2.3
1984,5,12,1.8,16,2.6
1984,5,13,0,15.8,1
1984,5,14,0,14.5,1.6
1984,5,15,0,15.4,1.2
1984,5,16,0,14.8,2.3
1984,5,17,0.7,16.1,3.1
1984,5,18,0,16.3,3.1
1984,5,19,0,16.5,1.5
1984,5,20,0.2,15.4,2.7
1984,5,21,0.8,14.8,3.2
1984,5,22,0,14.6,4.2
